nome_usuario,cpf,descricao_produto,avaliacao_descricao,marca_produto,avaliacao_marca,id
Isabela Santos Lima,25925780132,oleo soya,2,soya,5,a487f6e16421e74e
Matheus Ferreira Santana,1291102647,cafe pilao,3,pilao,2,595a16276251ffad
Larissa Carvalho Ferreira,45756376372,suco laranja dafruta,1,dafruta,4,3dbc58dc82f8efe9
Andre Barbosa Lima,77106803308,salsicha hot dog seara,5,seara,1,80aed25561e211eb
Vinicius Cardoso Costa,97616924000,creme dental colgate,1,colgate,5,6675903bd8378edd
Lucas Carvalho,98765432100,acucar refinado uniao,4,união,5,4ad51bf5be0f6ebf
Isabela Nunes Cardoso,45161646632,suco laranja kapo,2,kapo,3,b0f19386516f2f69
Andre Barbosa Lima,77106803308,manteiga aviacao,5,aviacao,4,5397960aeba2e6b3
Zoe Carvalho Ferreira,60747317305,oleo soya,3,soya,4,a487f6e16421e74e
Lucas Carvalho,98765432100,nissin tomate turma monica,4,nissin,5,100aa838694d80b7
Joao Nascimento Lima,6167112398,pao frances,5,generico,5,d50b681b711f8c2e
Olivia Oliveira Freitas,94232829032,suco laranja kapo,3,kapo,3,b0f19386516f2f69
Vinicius Lopes Fernandes,64448139212,guarana classic 2lt,5,guarana antartica,4,6e227f0d7bb97433
Henrique Santos Almeida,10114581010,biscoito brig trigolino,5,trigolino,5,bae138b239e23b96
Larissa Carvalho Ferreira,45756376372,leite condensado mococa,2,mococa,3,6cc6e39b987fc50a
Ana Marques Vieira,81076193820,mini waffer brig trigolino,5,trigolino,5,d0c1db793f17062e
Isabela Costa Souza,71475109172,feij carioca,2,generico,4,8f865ec7d9f1b4d7
Vitoria Costa Andrade,13247830448,farinha lactea nestle,5,nestle,3,46ab29ed9bb90277
Larissa Carvalho Ferreira,45756376372,nissin tomate turma monica,4,nissin,4,100aa838694d80b7
Isabela Nunes Cardoso,45161646632,refrigerante coca cola,1,coca cola,4,b859dc801d8350ec
Ana Marques Vieira,81076193820,chocolate po dubom,5,dubom,3,5f37a52700f1804a
Patricia Oliveira Barbosa,86406968026,leite condensado semidesnatado tirol,5,tirol,3,d1f22bd632c5ff26
Otavio Souza Rocha,12548055590,cheiro verde misto,4,generico,5,a6af865ce62f0ffd
Otavio Souza Rocha,12548055590,suco maracuja kapo,4,kapo,2,c9e0b63010291868
Vinicius Lopes Fernandes,64448139212,chocolate po dubom,4,dubom,3,5f37a52700f1804a
Joao Nascimento Lima,6167112398,presunto cozido bigbom,3,big bom,3,bbd7ad169db9ba96
Isabela Costa Souza,71475109172,leite condensado semidesnatado tirol,5,tirol,5,d1f22bd632c5ff26
Andre Barbosa Lima,77106803308,papel higienico perfurmado flor lotus,5,flor de lotus,3,0bfd9ef01bb0c0be
Isabela Costa Souza,71475109172,milho pipoca campi,4,campi,5,ce8e300dffdeb602
Zoe Carvalho Ferreira,60747317305,calabresa perdigao,2,perdigao,1,3b786ddf17a84fdb
Isabela Costa Souza,71475109172,salsicha hot dog seara,5,seara,1,80aed25561e211eb
Vitoria Costa Andrade,13247830448,queijo mussarela fatiado,4,generico,5,405c85bc4c79e9d8
Joao Nascimento Lima,6167112398,chocolate po dubom,1,dubom,5,5f37a52700f1804a
Larissa Carvalho Ferreira,45756376372,farinha lactea nestle,3,nestle,1,46ab29ed9bb90277
Vitoria Costa Andrade,13247830448,pao frances,1,generico,5,d50b681b711f8c2e
Olivia Oliveira Freitas,94232829032,salsicha hot dog seara,3,seara,1,80aed25561e211eb
Isabela Costa Souza,71475109172,farinha lactea nestle,5,nestle,4,46ab29ed9bb90277
Patricia Oliveira Barbosa,86406968026,nissin tomate turma monica,2,nissin,3,100aa838694d80b7
Vitoria Costa Andrade,13247830448,farinha lactea nestle,5,nestle,3,46ab29ed9bb90277
Isabela Nunes Cardoso,45161646632,frango perdigao congelado,4,perdigao,4,d6c46501a2daf86d
Vinicius Lopes Fernandes,64448139212,refrigerante grapette,4,grapette,1,b18ec33b49021f37
Ana Marques Vieira,81076193820,oleo soja soya,1,soya,4,115b0cd735758b62
Larissa Carvalho Ferreira,45756376372,feij carioca,3,generico,5,8f865ec7d9f1b4d7
Olivia Oliveira Freitas,94232829032,rosquinha coco galo,3,galo,5,404ff7046866c3ed
Patricia Oliveira Barbosa,86406968026,feijao carioca,5,generico,3,34fa3239bb692bcf
Isabela Costa Souza,71475109172,pao de forma,5,generico,4,7c0d84a202081aeb
Joao Nascimento Lima,6167112398,queijo mussarela fatiado,4,generico,5,405c85bc4c79e9d8
Joao Nascimento Lima,6167112398,oleo soja concord,4,concord,5,d62cd37fcb75ae41
Lucas Carvalho,98765432100,frango perdigao congelado,4,perdigao,5,d6c46501a2daf86d
Henrique Santos Almeida,10114581010,chocolate po dubom,2,dubom,4,5f37a52700f1804a
Matheus Ferreira Santana,1291102647,sabonete dove,2,dove,5,02b277c4789da68c
Vinicius Cardoso Costa,97616924000,leite condensado semidesnatado tirol,5,tirol,4,d1f22bd632c5ff26
Isabela Costa Souza,71475109172,oleo soja soya,4,soya,3,115b0cd735758b62
Isabela Costa Souza,71475109172,mini waffer brig trigolino,5,trigolino,4,d0c1db793f17062e
Vinicius Lopes Fernandes,64448139212,milho pipoca campi,4,campi,4,ce8e300dffdeb602
Caio Moreira Costa,11387575864,achocolatado po nescau,2,nescau,3,4b18a3d1193a0b75
Olivia Oliveira Freitas,94232829032,suco laranja dafruta,3,dafruta,5,3dbc58dc82f8efe9
Isabela Nunes Cardoso,45161646632,refrigerante coca cola,5,coca cola,4,b859dc801d8350ec
Vinicius Lopes Fernandes,64448139212,suco laranja kapo,1,kapo,3,b0f19386516f2f69
Andre Barbosa Lima,77106803308,sabonete dove,1,dove,3,02b277c4789da68c
Vinicius Lopes Fernandes,64448139212,oleo soja concord,5,concord,5,d62cd37fcb75ae41
Ana Marques Vieira,81076193820,goma tapioca jo alimentos,2,generico,5,b0f59646ddc9458c
Caio Moreira Costa,11387575864,rosquinha coco galo,5,galo,3,404ff7046866c3ed
Isabela Nunes Cardoso,45161646632,frango perdigao,3,perdigao,3,820d2ae8c8ad4579
Joao Nascimento Lima,6167112398,papel higienico neve,3,neve,4,2787dd01f45d49b0
Ana Marques Vieira,81076193820,macarrao renata espaguete,5,renata,5,ee1490e9b7a35448
Isabela Nunes Cardoso,45161646632,pao frances,3,generico,4,d50b681b711f8c2e
Joao Nascimento Lima,6167112398,goma tapioca jo alimentos,5,generico,5,b0f59646ddc9458c
Joao Nascimento Lima,6167112398,pao frances,2,generico,5,d50b681b711f8c2e
Ana Marques Vieira,81076193820,rosquinha coco galo,4,galo,5,404ff7046866c3ed
Patricia Oliveira Barbosa,86406968026,presunto cozido bigbom,4,big bom,4,bbd7ad169db9ba96
Vitoria Costa Andrade,13247830448,suco laranja dafruta,4,dafruta,5,3dbc58dc82f8efe9
Vitoria Costa Andrade,13247830448,manteiga aviacao,1,aviacao,3,5397960aeba2e6b3
Zoe Carvalho Ferreira,60747317305,refrigerante laranjinha,5,laranjinha,5,45c4d145142850d3
Andre Barbosa Lima,77106803308,suco uva kapo,3,kapo,5,27738d64070f7151
Isabela Nunes Cardoso,45161646632,manteiga aviacao,3,aviacao,5,5397960aeba2e6b3
Andre Barbosa Lima,77106803308,farinha lactea nestle,1,nestle,3,46ab29ed9bb90277
Ana Marques Vieira,81076193820,sabonete palm,4,palmolive,5,a0b9e00f24ed41d1
Lucas Carvalho,98765432100,milho pipoca campi,3,campi,5,ce8e300dffdeb602
Henrique Santos Almeida,10114581010,oleo soja concord,2,concord,1,d62cd37fcb75ae41
Isabela Santos Lima,25925780132,refrigerante coca cola,3,coca cola,3,b859dc801d8350ec
Larissa Carvalho Ferreira,45756376372,chocolate po dubom,4,dubom,5,5f37a52700f1804a
Ana Marques Vieira,81076193820,papel higienico perfurmado flor lotus,2,flor de lotus,2,0bfd9ef01bb0c0be
Ana Marques Vieira,81076193820,frango perdigao,5,perdigao,3,820d2ae8c8ad4579
Beatriz Marques Barbosa,55565857503,papel higienico perfurmado flor lotus,3,flor de lotus,4,0bfd9ef01bb0c0be
Vitoria Costa Andrade,13247830448,pao de forma,1,generico,4,7c0d84a202081aeb
Joao Nascimento Lima,6167112398,pao frances,4,generico,2,d50b681b711f8c2e
Ana Marques Vieira,81076193820,sabonete dove,1,dove,5,02b277c4789da68c
Vinicius Lopes Fernandes,64448139212,mini waffer brig trigolino,5,trigolino,4,d0c1db793f17062e
Olivia Oliveira Freitas,94232829032,nescau po,3,nescau,5,a18b3d828ffb3386
Isabela Santos Lima,25925780132,suco uva kapo,2,kapo,4,27738d64070f7151
Lucas Carvalho,98765432100,chocolate po dubom,3,dubom,4,5f37a52700f1804a
Andre Barbosa Lima,77106803308,papel higienico neve,3,neve,1,2787dd01f45d49b0
Larissa Carvalho Ferreira,45756376372,suco laranja kapo,4,kapo,4,b0f19386516f2f69
Ana Marques Vieira,81076193820,salsicha hot dog seara,4,seara,1,80aed25561e211eb
Henrique Santos Almeida,10114581010,queijo mussarela fatiado,5,generico,5,405c85bc4c79e9d8
Ana Marques Vieira,81076193820,feijao carioca,3,generico,3,34fa3239bb692bcf
Isabela Santos Lima,25925780132,milho pipoca campi,5,campi,1,ce8e300dffdeb602
Beatriz Moreira Lima,70903418525,nissin tomate turma monica,5,nissin,5,100aa838694d80b7
Beatriz Moreira Lima,70903418525,pao frances,5,generico,2,d50b681b711f8c2e
Vinicius Cardoso Costa,97616924000,frango perdigao,3,perdigao,4,820d2ae8c8ad4579
Igor Souza Moreira,95830436809,frango perdigao,3,perdigao,5,820d2ae8c8ad4579
Isabela Costa Souza,71475109172,pao integral rap10,5,rap10,4,152e5ac17c247386
Joao Nascimento Lima,6167112398,suco uva kapo,5,kapo,1,27738d64070f7151
Caio Moreira Costa,11387575864,frango perdigao congelado,3,perdigao,5,d6c46501a2daf86d
Larissa Carvalho Ferreira,45756376372,acucar uniao,3,união,3,fc1b0d5db586ebe9
Matheus Ferreira Santana,1291102647,sabonete palm,5,palmolive,4,a0b9e00f24ed41d1
Lucas Carvalho,98765432100,chocolate po dubom,4,dubom,2,5f37a52700f1804a
Lucas Carvalho,98765432100,suco morango kapo,5,kapo,4,2a03f46abe452c69
Vinicius Lopes Fernandes,64448139212,sabonete dove,1,dove,3,02b277c4789da68c
Beatriz Moreira Lima,70903418525,oleo soya,4,soya,1,a487f6e16421e74e
Beatriz Marques Barbosa,55565857503,frango perdigao congelado,4,perdigao,4,d6c46501a2daf86d
Igor Souza Moreira,95830436809,frango perdigao,4,perdigao,4,820d2ae8c8ad4579
Vinicius Cardoso Costa,97616924000,milho pipoca campi,3,campi,3,ce8e300dffdeb602
Patricia Oliveira Barbosa,86406968026,suco laranja dafruta,5,dafruta,5,3dbc58dc82f8efe9
Patricia Oliveira Barbosa,86406968026,chocolate po dubom,5,dubom,5,5f37a52700f1804a
Isabela Santos Lima,25925780132,cafe pilao,4,pilao,5,595a16276251ffad
Olivia Oliveira Freitas,94232829032,acucar uniao,2,união,1,fc1b0d5db586ebe9
Zoe Carvalho Ferreira,60747317305,goma tapioca jo alimentos,3,generico,2,b0f59646ddc9458c
Larissa Carvalho Ferreira,45756376372,refrigerante laranjinha,4,laranjinha,4,45c4d145142850d3
Vinicius Cardoso Costa,97616924000,acucar refinado uniao,5,união,5,4ad51bf5be0f6ebf
Caio Moreira Costa,11387575864,cheiro verde misto,4,generico,3,a6af865ce62f0ffd
Matheus Ferreira Santana,1291102647,cafe pilao,5,pilao,4,595a16276251ffad
Ana Marques Vieira,81076193820,sabonete dove,4,dove,5,02b277c4789da68c
Ana Marques Vieira,81076193820,cheiro verde misto,4,generico,5,a6af865ce62f0ffd
Vitoria Costa Andrade,13247830448,frango perdigao,4,perdigao,3,820d2ae8c8ad4579
Zoe Carvalho Ferreira,60747317305,rosquinha coco galo,2,galo,3,404ff7046866c3ed
Isabela Costa Souza,71475109172,suco maracuja kapo,2,kapo,3,c9e0b63010291868
Olivia Oliveira Freitas,94232829032,biscoito brig trigolino,5,trigolino,5,bae138b239e23b96
Olivia Oliveira Freitas,94232829032,macarrao renata espaguete,5,renata,3,ee1490e9b7a35448
Igor Souza Moreira,95830436809,melancia,5,generico,5,4fa3230bc9e14928
Isabela Costa Souza,71475109172,papel higienico perfurmado flor lotus,1,flor de lotus,3,0bfd9ef01bb0c0be
Igor Souza Moreira,95830436809,suco uva kapo,3,kapo,3,27738d64070f7151
Olivia Oliveira Freitas,94232829032,bala eucalipto freegells,4,freegells,5,5fa1193e6c084a06
Larissa Carvalho Ferreira,45756376372,refrigerante laranjinha,4,laranjinha,3,45c4d145142850d3
Lucas Carvalho,98765432100,sabonete palm,4,palmolive,4,a0b9e00f24ed41d1
Beatriz Marques Barbosa,55565857503,suco uva kapo,5,kapo,5,27738d64070f7151
Andre Barbosa Lima,77106803308,oleo soja concord,1,concord,5,d62cd37fcb75ae41
Vinicius Cardoso Costa,97616924000,suco uva kapo,5,kapo,1,27738d64070f7151
Beatriz Moreira Lima,70903418525,oleo soja concord,5,concord,4,d62cd37fcb75ae41
Isabela Nunes Cardoso,45161646632,goma tapioca jo alimentos,4,generico,3,b0f59646ddc9458c
Otavio Souza Rocha,12548055590,mini waffer brig trigolino,4,trigolino,4,d0c1db793f17062e
Igor Souza Moreira,95830436809,melancia,5,generico,5,4fa3230bc9e14928
Matheus Ferreira Santana,1291102647,sorvete chocolate toya,5,toya,3,4d1321dc998bb78c
Patricia Oliveira Barbosa,86406968026,batata palha scrush,5,scrush,1,896e9930b557a4ee
Caio Moreira Costa,11387575864,frango perdigao congelado,4,perdigao,5,d6c46501a2daf86d
Otavio Souza Rocha,12548055590,acucar refinado uniao,2,união,3,4ad51bf5be0f6ebf
Vinicius Cardoso Costa,97616924000,cheiro verde misto,3,generico,5,a6af865ce62f0ffd
Larissa Carvalho Ferreira,45756376372,chocolate po dubom,4,dubom,5,5f37a52700f1804a
Isabela Nunes Cardoso,45161646632,suco morango kapo,5,kapo,5,2a03f46abe452c69
Beatriz Moreira Lima,70903418525,nissin tomate turma monica,5,nissin,4,100aa838694d80b7
Henrique Santos Almeida,10114581010,papel higienico neve,4,neve,4,2787dd01f45d49b0
Joao Nascimento Lima,6167112398,mini waffer brig trigolino,5,trigolino,4,d0c1db793f17062e
Vinicius Cardoso Costa,97616924000,iogurte nestle morango,1,nestle,4,7e9c0100871ad92b
Vitoria Costa Andrade,13247830448,sabonete dove,1,dove,5,02b277c4789da68c
Zoe Carvalho Ferreira,60747317305,leite condensado mococa,3,mococa,5,6cc6e39b987fc50a
Henrique Santos Almeida,10114581010,suco laranja kapo,4,kapo,2,b0f19386516f2f69
Otavio Souza Rocha,12548055590,calabresa perdigao,3,perdigao,2,3b786ddf17a84fdb
Patricia Oliveira Barbosa,86406968026,nissin tomate turma monica,4,nissin,4,100aa838694d80b7
Caio Moreira Costa,11387575864,biscoito brig trigolino,5,trigolino,5,bae138b239e23b96
Lucas Carvalho,98765432100,iogurte nestle morango,1,nestle,4,7e9c0100871ad92b
Beatriz Marques Barbosa,55565857503,iogurte nestle morango,2,nestle,3,7e9c0100871ad92b
Vitoria Costa Andrade,13247830448,refrigerante bare,5,bare,1,da41e5c5c5ddf98c
Otavio Souza Rocha,12548055590,rosquinha coco galo,4,galo,4,404ff7046866c3ed
Isabela Costa Souza,71475109172,feij carioca,5,generico,2,8f865ec7d9f1b4d7
Andre Barbosa Lima,77106803308,refrigerante coca cola,5,coca cola,4,b859dc801d8350ec
Vinicius Lopes Fernandes,64448139212,achocolatado po nescau,4,nescau,4,4b18a3d1193a0b75
Isabela Santos Lima,25925780132,suco morango kapo,5,kapo,3,2a03f46abe452c69
Joao Nascimento Lima,6167112398,acucar refinado uniao,2,união,4,4ad51bf5be0f6ebf
Vinicius Lopes Fernandes,64448139212,refrigerante laranjinha,5,laranjinha,1,45c4d145142850d3
Beatriz Marques Barbosa,55565857503,queijo mussarela fatiado,1,generico,4,405c85bc4c79e9d8
Joao Nascimento Lima,6167112398,suco morango kapo,5,kapo,5,2a03f46abe452c69
Beatriz Marques Barbosa,55565857503,oleo soja concord,2,concord,4,d62cd37fcb75ae41
Henrique Santos Almeida,10114581010,farinha lactea nestle,5,nestle,4,46ab29ed9bb90277
Isabela Nunes Cardoso,45161646632,biscoito brig trigolino,2,trigolino,5,bae138b239e23b96
Caio Moreira Costa,11387575864,sorvete chocolate toya,1,toya,5,4d1321dc998bb78c
Patricia Oliveira Barbosa,86406968026,achocolatado po nescau,5,nescau,4,4b18a3d1193a0b75
Henrique Santos Almeida,10114581010,oleo soja soya,1,soya,5,115b0cd735758b62
Isabela Costa Souza,71475109172,feijao carioca,4,generico,4,34fa3239bb692bcf
Andre Barbosa Lima,77106803308,suco maracuja kapo,5,kapo,2,c9e0b63010291868
Igor Souza Moreira,95830436809,refrigerante laranjinha,2,laranjinha,4,45c4d145142850d3
Matheus Ferreira Santana,1291102647,oleo soya,4,soya,5,a487f6e16421e74e
Isabela Nunes Cardoso,45161646632,presunto cozido bigbom,1,big bom,5,bbd7ad169db9ba96
Isabela Nunes Cardoso,45161646632,calabresa perdigao,5,perdigao,4,3b786ddf17a84fdb
Beatriz Marques Barbosa,55565857503,mini waffer brig trigolino,5,trigolino,3,d0c1db793f17062e
Andre Barbosa Lima,77106803308,acucar refinado uniao,4,união,2,4ad51bf5be0f6ebf
Vitoria Costa Andrade,13247830448,frango perdigao,3,perdigao,4,820d2ae8c8ad4579
Isabela Costa Souza,71475109172,guarana classic 2lt,2,guarana antartica,4,6e227f0d7bb97433
Beatriz Marques Barbosa,55565857503,biscoito brig trigolino,5,trigolino,5,bae138b239e23b96
Isabela Costa Souza,71475109172,melancia,4,generico,3,4fa3230bc9e14928
Beatriz Marques Barbosa,55565857503,achocolatado po nescau,5,nescau,1,4b18a3d1193a0b75
Vinicius Lopes Fernandes,64448139212,oleo soya,5,soya,5,a487f6e16421e74e
Vinicius Lopes Fernandes,64448139212,leite condensado mococa,5,mococa,2,6cc6e39b987fc50a
Vitoria Costa Andrade,13247830448,sabonete dove,4,dove,4,02b277c4789da68c
Igor Souza Moreira,95830436809,calabresa perdigao,5,perdigao,2,3b786ddf17a84fdb
Larissa Carvalho Ferreira,45756376372,achocolatado po nescau,1,nescau,3,4b18a3d1193a0b75
Joao Nascimento Lima,6167112398,pao integral rap10,1,rap10,3,152e5ac17c247386
Igor Souza Moreira,95830436809,chocolate po dubom,1,dubom,5,5f37a52700f1804a
Joao Nascimento Lima,6167112398,macarrao renata espaguete,2,renata,3,ee1490e9b7a35448
Isabela Nunes Cardoso,45161646632,achocolatado po nescau,5,nescau,3,4b18a3d1193a0b75
Beatriz Marques Barbosa,55565857503,leite condensado mococa,4,mococa,4,6cc6e39b987fc50a
Andre Barbosa Lima,77106803308,pao de forma,5,generico,4,7c0d84a202081aeb
Otavio Souza Rocha,12548055590,frango perdigao,3,perdigao,4,820d2ae8c8ad4579
Lucas Carvalho,98765432100,oleo soja concord,5,concord,5,d62cd37fcb75ae41
Vinicius Lopes Fernandes,64448139212,guarana classic 2lt,5,guarana antartica,4,6e227f0d7bb97433
Igor Souza Moreira,95830436809,acucar refinado uniao,1,união,4,4ad51bf5be0f6ebf
Patricia Oliveira Barbosa,86406968026,rosquinha coco galo,4,galo,3,404ff7046866c3ed
Larissa Carvalho Ferreira,45756376372,feij carioca,5,generico,5,8f865ec7d9f1b4d7
Matheus Ferreira Santana,1291102647,acucar refinado uniao,5,união,5,4ad51bf5be0f6ebf
Isabela Costa Souza,71475109172,manteiga aviacao,4,aviacao,4,5397960aeba2e6b3
Joao Nascimento Lima,6167112398,presunto cozido bigbom,5,big bom,4,bbd7ad169db9ba96
Igor Souza Moreira,95830436809,pao de forma,5,generico,5,7c0d84a202081aeb
Vitoria Costa Andrade,13247830448,queijo mussarela fatiado,4,generico,1,405c85bc4c79e9d8
Larissa Carvalho Ferreira,45756376372,farinha lactea nestle,2,nestle,5,46ab29ed9bb90277
Andre Barbosa Lima,77106803308,creme dental colgate,5,colgate,4,6675903bd8378edd
Caio Moreira Costa,11387575864,frango perdigao congelado,2,perdigao,4,d6c46501a2daf86d
Olivia Oliveira Freitas,94232829032,creme dental colgate,2,colgate,4,6675903bd8378edd
Otavio Souza Rocha,12548055590,suco maracuja kapo,5,kapo,2,c9e0b63010291868
Henrique Santos Almeida,10114581010,arroz tio joao,2,tio joão,1,91e92082aec624ed
Matheus Ferreira Santana,1291102647,nissin tomate turma monica,3,nissin,1,100aa838694d80b7
Beatriz Moreira Lima,70903418525,suco uva kapo,5,kapo,2,27738d64070f7151
Patricia Oliveira Barbosa,86406968026,suco laranja kapo,4,kapo,5,b0f19386516f2f69
Caio Moreira Costa,11387575864,chocolate po dubom,5,dubom,2,5f37a52700f1804a
Otavio Souza Rocha,12548055590,feijao carioca,1,generico,3,34fa3239bb692bcf
Beatriz Marques Barbosa,55565857503,batata palha scrush,2,scrush,2,896e9930b557a4ee
Ana Marques Vieira,81076193820,chocolate po dubom,4,dubom,5,5f37a52700f1804a
Zoe Carvalho Ferreira,60747317305,batata palha scrush,4,scrush,1,896e9930b557a4ee
Otavio Souza Rocha,12548055590,queijo mussarela fatiado,4,generico,4,405c85bc4c79e9d8
Olivia Oliveira Freitas,94232829032,sorvete chocolate toya,5,toya,5,4d1321dc998bb78c
Vinicius Cardoso Costa,97616924000,bala eucalipto freegells,5,freegells,4,5fa1193e6c084a06
Lucas Carvalho,98765432100,rosquinha coco galo,5,galo,2,404ff7046866c3ed
Andre Barbosa Lima,77106803308,sabonete dove,3,dove,5,02b277c4789da68c
Isabela Nunes Cardoso,45161646632,feijao carioca,1,generico,5,34fa3239bb692bcf
Henrique Santos Almeida,10114581010,manteiga aviacao,2,aviacao,3,5397960aeba2e6b3
Matheus Ferreira Santana,1291102647,batata palha scrush,4,scrush,2,896e9930b557a4ee
Ana Marques Vieira,81076193820,feijao carioca,3,generico,5,34fa3239bb692bcf
Joao Nascimento Lima,6167112398,cheiro verde misto,3,generico,4,a6af865ce62f0ffd
Patricia Oliveira Barbosa,86406968026,goma tapioca jo alimentos,4,generico,4,b0f59646ddc9458c
Larissa Carvalho Ferreira,45756376372,nescau po,4,nescau,3,a18b3d828ffb3386
Joao Nascimento Lima,6167112398,acucar uniao,3,união,3,fc1b0d5db586ebe9
Otavio Souza Rocha,12548055590,oleo soja soya,5,soya,4,115b0cd735758b62
Igor Souza Moreira,95830436809,nissin tomate turma monica,4,nissin,4,100aa838694d80b7
Zoe Carvalho Ferreira,60747317305,calabresa perdigao,4,perdigao,4,3b786ddf17a84fdb
Isabela Costa Souza,71475109172,sabonete dove,4,dove,1,02b277c4789da68c
Igor Souza Moreira,95830436809,salsicha hot dog seara,5,seara,3,80aed25561e211eb
Caio Moreira Costa,11387575864,presunto cozido bigbom,4,big bom,5,bbd7ad169db9ba96
Zoe Carvalho Ferreira,60747317305,pao integral rap10,3,rap10,3,152e5ac17c247386
Henrique Santos Almeida,10114581010,feijao carioca,5,generico,5,34fa3239bb692bcf
Caio Moreira Costa,11387575864,sabonete dove,4,dove,4,02b277c4789da68c
Ana Marques Vieira,81076193820,papel higienico neve,5,neve,5,2787dd01f45d49b0
Ana Marques Vieira,81076193820,creme dental colgate,1,colgate,3,6675903bd8378edd
Andre Barbosa Lima,77106803308,oleo soya,4,soya,3,a487f6e16421e74e
Zoe Carvalho Ferreira,60747317305,nissin tomate turma monica,5,nissin,2,100aa838694d80b7
Caio Moreira Costa,11387575864,refrigerante bare,2,bare,3,da41e5c5c5ddf98c
Beatriz Moreira Lima,70903418525,suco uva kapo,4,kapo,4,27738d64070f7151
Olivia Oliveira Freitas,94232829032,macarrao renata espaguete,3,renata,4,ee1490e9b7a35448
Igor Souza Moreira,95830436809,arroz tio joao,4,tio joão,5,91e92082aec624ed
Henrique Santos Almeida,10114581010,calabresa perdigao,3,perdigao,5,3b786ddf17a84fdb
Lucas Carvalho,98765432100,refrigerante laranjinha,5,laranjinha,5,45c4d145142850d3
Isabela Costa Souza,71475109172,suco maracuja kapo,5,kapo,5,c9e0b63010291868
Vinicius Lopes Fernandes,64448139212,guarana classic 2lt,5,guarana antartica,3,6e227f0d7bb97433
Andre Barbosa Lima,77106803308,melancia,4,generico,1,4fa3230bc9e14928
Henrique Santos Almeida,10114581010,leite condensado semidesnatado tirol,5,tirol,5,d1f22bd632c5ff26
Beatriz Moreira Lima,70903418525,achocolatado po nescau,5,nescau,4,4b18a3d1193a0b75
Beatriz Marques Barbosa,55565857503,frango perdigao congelado,4,perdigao,2,d6c46501a2daf86d
Ana Marques Vieira,81076193820,goma tapioca jo alimentos,5,generico,3,b0f59646ddc9458c
Vinicius Lopes Fernandes,64448139212,milho pipoca campi,4,campi,4,ce8e300dffdeb602
Caio Moreira Costa,11387575864,rosquinha coco galo,4,galo,2,404ff7046866c3ed
Beatriz Moreira Lima,70903418525,papel higienico perfurmado flor lotus,4,flor de lotus,4,0bfd9ef01bb0c0be
Andre Barbosa Lima,77106803308,salsicha hot dog seara,1,seara,5,80aed25561e211eb
Patricia Oliveira Barbosa,86406968026,macarrao renata espaguete,4,renata,3,ee1490e9b7a35448
Isabela Nunes Cardoso,45161646632,goma tapioca jo alimentos,3,generico,5,b0f59646ddc9458c
Matheus Ferreira Santana,1291102647,iogurte nestle morango,3,nestle,5,7e9c0100871ad92b
Andre Barbosa Lima,77106803308,pao de forma,4,generico,5,7c0d84a202081aeb
Vinicius Lopes Fernandes,64448139212,biscoito brig trigolino,1,trigolino,4,bae138b239e23b96
Larissa Carvalho Ferreira,45756376372,calabresa perdigao,4,perdigao,5,3b786ddf17a84fdb
Beatriz Marques Barbosa,55565857503,iogurte nestle morango,4,nestle,5,7e9c0100871ad92b
Ana Marques Vieira,81076193820,queijo mussarela fatiado,1,generico,4,405c85bc4c79e9d8
Zoe Carvalho Ferreira,60747317305,cafe pilao,3,pilao,5,595a16276251ffad
Igor Souza Moreira,95830436809,acucar refinado uniao,1,união,4,4ad51bf5be0f6ebf
Caio Moreira Costa,11387575864,guarana classic 2lt,5,guarana antartica,4,6e227f0d7bb97433
Beatriz Moreira Lima,70903418525,rosquinha coco galo,2,galo,5,404ff7046866c3ed
Beatriz Moreira Lima,70903418525,chocolate po dubom,3,dubom,4,5f37a52700f1804a
Ana Marques Vieira,81076193820,queijo mussarela fatiado,2,generico,2,405c85bc4c79e9d8
Larissa Carvalho Ferreira,45756376372,arroz tio joao,4,tio joão,4,91e92082aec624ed
Otavio Souza Rocha,12548055590,leite condensado semidesnatado tirol,3,tirol,1,d1f22bd632c5ff26
Ana Marques Vieira,81076193820,suco maracuja kapo,3,kapo,4,c9e0b63010291868
Olivia Oliveira Freitas,94232829032,arroz tio joao,2,tio joão,5,91e92082aec624ed
Igor Souza Moreira,95830436809,suco laranja dafruta,5,dafruta,4,3dbc58dc82f8efe9
Zoe Carvalho Ferreira,60747317305,papel higienico perfurmado flor lotus,4,flor de lotus,1,0bfd9ef01bb0c0be
Beatriz Moreira Lima,70903418525,farinha lactea nestle,5,nestle,5,46ab29ed9bb90277
Joao Nascimento Lima,6167112398,achocolatado po nescau,4,nescau,3,4b18a3d1193a0b75
Larissa Carvalho Ferreira,45756376372,suco maracuja kapo,5,kapo,4,c9e0b63010291868
Vinicius Lopes Fernandes,64448139212,acucar uniao,5,união,5,fc1b0d5db586ebe9
Igor Souza Moreira,95830436809,queijo mussarela fatiado,2,generico,2,405c85bc4c79e9d8
Ana Marques Vieira,81076193820,cafe pilao,2,pilao,5,595a16276251ffad
Andre Barbosa Lima,77106803308,mini waffer brig trigolino,4,trigolino,5,d0c1db793f17062e
Larissa Carvalho Ferreira,45756376372,milho pipoca campi,4,campi,4,ce8e300dffdeb602
Vitoria Costa Andrade,13247830448,biscoito brig trigolino,5,trigolino,2,bae138b239e23b96
